ID	Title	Type de document	Dernière modification	Cote	Datum	Auteur	Destinataire	Résumé
5351		Brief	2022-10-25 14:10:40		1844-11-17	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Tod des Mollevault. SRD scheint den „Constitutionnel“ nicht erhalten zu haben [Zensur?]. Einfluss der Politik auf die Presse und die Besetzung von Zeitungsdirektorenstellen. Bevorstehende Wahlen in Koblenz und in Düsseldorf für die Ritterschafts- bzw. Reichsstände. CdS braucht neue Wechselbriefe: Ausgaben für den Haushalt, die Neueinrichtung der Wohnung, ihren Zahnarzt (Zahnersatz), ihren Prozess. Vorschlag eines neuen Finanzbetreuers für SRD durch den Prinzen von Croÿ. Heirat von Jasper. Zahnschmerzen der Frau von Félix de Francq, die Familie sieht die Ursache darin, dass sie sich in der ganzen Schwangerschaft keinen Aderlass hat machen lassen. Paris ist laut CdS langweilig geworden. Kleine Empfänge bei CdS (Raboteau, Villenave, Pongerville, usw.). Viel Arbeit an ihren Biographien.
5352		Brief	2022-10-27 12:29:13		1844-10-29	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Dienstboten des SRD: Tod des Mosler, Krankheit des Hannen. Finanzangelegenheiten der CdS. CdS‘ Mühe, dem Mitglied der Académie [française] eine passende Antwort auf seine Lobrede auf sie zu schreiben. Sie hat weniger Mühe, eine schöne Épître zu schreiben als Komplimente und Danksagungen. Erkrankung der CdS: Sie empfängt in ihrem Schlafzimmer. CdS‘ Gesellschafterin besucht oft eine Madame de Guérouet (?), bei der sie viel über CdS tratscht.
5353		Brief	2022-10-19 09:00:30		1844-10-25	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Neuer Prozess der CdS wegen der Kosten für ihre Biographie. Einholung des Rats des neuen Rechtsvertreters, Monsieur Lefèvre. Dieser trifft in Orléans den Rechtsanwalt Pailliet, um Einzelheiten über den 15 Jahre alten „persönlichen“ Prozess zu erfahren. Darauf Einholung von Informationen beim ehemaligen Rechtsvertreter Chambert aus Tours. Unterlagen fehlen. Beschreibung der CdS über die Lagerung ihrer Unterlagen, Korrespondenzen („grande armoire … dans la chambre à coucher“), Akten und Urkunden („mon secrétaire“) in Dyck, und Versteck der entsprechenden Schlüssel („dans le tiroir de mon cabinet au-dessus de laquelle sont mes cartons de littérature“), damit SRD die fehlenden Prozessakten findet. „Schwindler“ versuchen, Geld für ihre Biographie zu erpressen – Berryer soll auch auf diese Weise „erpresst“ worden sein. Der Directeur der Zeitung „Le Globe“ wünscht angeblich, ihren Aufsatz, den sie in „Le Corsaire“ veröffentlicht hatte, auch in seinem Blatt zu publizieren.
5354		Brief	2022-10-25 14:10:40		1844-10-20	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Merkwürdiger Besuch eines unbenannten Schriftstellers, der angeblich eine Biographie von 100 Seiten über CdS schreiben will. CdS bittet ihn, erst in einem Monat zu kommen, denn sie ist mit anderen Biographien (u. a. Villenaves) beschäftigt. Der Schriftsteller versucht, Druck auf sie auszuüben, um Geld für das eigenständig unternommene Werk von ihr zu erhalten. Kritik der CdS über ungeschickte Formulierungen des Villenave (u. a. über den Fürsten SRD). CdS schlägt die Idee [von SRD?] aus, ein Landhaus in Ramersdorf [abgebrannt?] aufzubauen. Sie ist gegen die Idee einer Feuerversicherung, denn diese zwingt den Eigentümer, wieder ein Haus aufzubauen. Finanzangelegenheiten der CdS in Paris.
5355		Brief	2022-10-26 08:28:25		1844-10-12	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Angeschlagene Gesundheit der CdS, Niedergeschlagenheit, doch Arbeitskraft bleibt erhalten. Erfolg ihres „Bouton de rose“. Frage der Auswahl der Werke, die man nach der italienischen Übersetzung von „Bouton de rose“ nach Italien schicken könnte: z. B. die erste Ausgabe ihrer Gedichte. Brignoli ist der Hauptkontakt für die Verbreitung von CdS‘ Werk in Italien. Erledigte Aufgaben: Brief an Pailliet, Brief an „Le Corsaire“ und Bearbeitung der Biographie des Villenave.
5356		Brief	2022-10-26 11:58:13		1844-10-05	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Jagd des SRD. CdS zufrieden, seitdem Félix wieder in Paris ist. Er und seine Frau kommen dreimal die Woche zu CdS zum Dîner. Umorganisation ihrer Dîners. Empfang eines Sonetts auf ihren Ruhm, dessen Autor sie eine Antwort schuldet. CdS mit Bearbeitung ihrer Biographie von Villenave beschäftigt, sowie mit der passenden Antwort auf den Artikel über sie im „Mercure des théâtres“. Weiterführung der gerichtlichen Auseinandersetzung mit der Familie Pipelet: Kontakt zu Pailliet aus Orléans. Angebliches Zerwürfnis zwischen Madame de Chalot und Madame Waldor.
5357		Brief	2022-10-25 13:54:21		1844-10-02	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Übersetzung von Versen der CdS, u. a. von „Bouton de rose“ ins Italienische (wurde in Modena übersetzt). CdS will dem Übersetzer andere Werke zukommen lassen, damit sie in Italien nicht nur durch ihre Verse bekannt wird. Sie macht sich Sorgen, dass diese Werke bei der Regierung in Modena negativ angesehen werden könnten (sie fragt SRD, ob man die Werke ohne Aufsehen mit seinen botanischen Werken nach Italien schicken könnte). In England ist sie durch die Übersetzung ihrer „Pensées“ bekannt. Aufsatz (Feuilleton) über CdS im „Mercure des théâtres“ (enthält: Beschreibung der Werke der CdS, Briefwechsel mit Courrier und Beschreibung der CdS über Dyck). Gesellschaftliche Kontakte: Jomard, Naigeon, Davids, Miraults, Félix und seine Frau, die ein Kind erwartet.
5358		Brief	2022-10-26 08:38:40		1844-10-14	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Ihre Bearbeitung des biographischen Aufsatzes von Villenave geht nicht voran. Trotz allem viele Besuche und Erschöpfung. Kommentare der CdS zu den botanischen und politischen Nachrichten aus dem Rheinland, die SRD ihr mitgeteilt hat. Finanzielle Lage: Größere Ausgaben wegen Wohnungseinrichtung. Steigerung der Lebenshaltungskosten in Paris. Kosten für Publikationen. Solide Führung der Buchhaltung durch Godding. Lange und treue Zuneigung der CdS für SRD, er fehlt ihr in Paris. Sie freut sich über seine Kontakte zu den Maisons. Regelmäßige Besuche des Félix de Francq (dreimal in der Woche) und dessen Frau, die nun fünf Monate schwanger ist.
5359		Brief	2022-10-25 14:08:18		1844-09-03	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Großer Zeitaufwand für die Beantwortung von Briefen und die Überprüfung von Biographien (so die Biographie in der Zeitschrift „Le Corsaire“, die ihr große Sorgen bereitet, v. a. wegen der möglichen Resonanz in der Presse und Öffentlichkeit). Glückwünsche zum Geburtstag des SRD [4. September]. Aus diesem Anlass Feier in Dyck mit Einwohnern von Langwaden. Kommentare über die Locquenghien. Kontakte zur Familie Mathis. Sorgen um die [neue] „demoiselle“ bei CdS, wird durch CdS in ihren Alltag und v. a. in das [Ab-]Schreiben eingewiesen. CdS liest den Brief von SRD Jussieu vor (Beratung über Kakteen). Charakter der neuen Hündin der CdS.
5360		Brief	2022-10-25 14:08:18		1844-09-06	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Artikel über CdS in der Zeitschrift „Le Corsaire“ endlich veröffentlicht. Dabei mehr Lob ihrer Persönlichkeit als ihres literarischen Werks. Gemischte Kommentare ihrer Bekannten. CdS ist immer noch mit der Überprüfung ihrer Biographien beschäftigt, vor allem des biographischen Aufsatzes von Villenave. Sprunghafter und nervöser Charakter der neuen Hündin von CdS (Mlle Biche).
5361		Brief	2022-10-19 09:00:30		1844-09-09	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Unklare Andeutungen einer Intrige, um einen Platz in Köln durch Einschüchterungen zu erlangen [?]. Antwortschreiben (Fortsetzung am 10. September) auf einen Brief des SRD vom 7. September, in dem er über das Abendessen [zu seinem Geburtstag] berichtet (28 Personen eingeladen und es wurden auf seinen Namen Kanonensalven geschossen). CdS hatte ihrerseits nur Montémont zum Mittagessen und abends den Schwiegersohn des Mirault gesehen. Frage nach Nachrichten über Tschech („Ketsch“) [Attentat auf Friedrich Wilhelm IV.].
5362		Brief	2022-10-26 12:19:34		1844-09-13	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Antwort der CdS auf SRDs Kommentar zu dem Artikel über CdS in der Zeitschrift „Le Corsaire“. Er ist sehr zufrieden. CdS erklärt ihre Aufregung beim Lesen ihrer eigenen Biographie. Fette Beute des SRD auf der Jagd (50 Rebhühner). CdS leidet unter der Hitze in Paris. Besuch bei ihrer Schwägerin Joséphine [de Théis], der es sichtlich schlecht geht. Deren Sohn studiert in Paris weiter. Besuch von Alexandre de Francq, der acht Rebhühner von seiner Jagd geschickt hat. Dîner mit Husson, Jomard, Guilloy (guter Gesprächspartner), Abwesenheit des Jussieu. CdS vermisst Félix, der bei seinem kranken Schwiegervater auf dem Land weilt. Schwieriger Charakter von dessen Ehefrau. Andeutungen über Algerien, Marokko und den Hass gegen die Engländer sowie die Pritchard-Affäre in Tahiti.
5363		Brief	2022-10-25 14:09:56		1844-09-16	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Prozess mit der Familie Pipelet. Ärger über Leute, die ihre Briefe als Autogramme aufbewahren wollen. Unwohlsein wegen des wechselnden Wetters (CdS ist wetterempfindlich). Verärgert und enttäuscht über SRDs Mitteilung, er würde später kommen als wie geplant im Oktober. Kommentar über die Methode der Hinrichtung durch Rädern. Kommentar über Pressenachrichten aus Köln über die Gefängnisorganisation. Unruhiger Charakter ihrer neuen Hündin. Duterte, ein Verwandter von Mme. de Carlowitz, bietet CdS seine Hilfe in finanziellen Angelegenheiten in der Zeit der Abwesenheit von Drais an. Nachrichten über Freunde: Sohn von Mathis, Mlle. de Locquenghien. Dîner mit Audiffret und dessen Tochter. Fünf ihrer treuen Mardi-Gesellen sind auf dem Land. Heute [=Mittwoch] empfängt sie das Ehepaar Mirault. Am nächsten Tag das Ehepaar Achille Comte und die Carlowitz. Freitag kommt niemand, am Samstag „le train ordinaire“. CdS hat SRDs Abonnement der Zeitung „Le Constitutionnel“ erneuert.
5364		Brief	2022-10-26 08:11:55		1844-09-21	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Instabiles Wetter macht CdS zu schaffen. Sie leidet unter der Einsamkeit und der Abwesenheit von Félix. Wartet sehnsüchtig auf die Rückkehr SRDs und auf den Herbst, der auch die Gesellschaft belebt. Arbeit an der Korrespondenz und den Memoiren stockt. Am vergangenen Donnerstag waren Jomard, Paganel, das Ehepaar Comte und Frau von Carlowitz zu Besuch. Am Samstag nur der wenig aufmunternde Depping, der kranke Montémont (Operation an der Wange) und der „plappernde“ Guilloy. Weitere Gäste in der Woche: Villenave, Raboteau, Audiffret, Mathis, Madame Cherubini. Erneuerung der Inneneinrichtung in ihrer Wohnung – daher größere Ausgaben (Auflistung der Wechselbriefe). Mangelnde Fähigkeiten ihrer Gesellschafterin („la demoiselle“) im Haushalten, daher wenig hilfreich. Jagdbeute des Félix. Mietvertrag wurde für neun Jahre erneuert (CdS hat so getan, als habe sie woanders eine Wohnung, so wurde der Mietpreis nicht erhöht).
5365		Brief	2022-10-27 10:00:13		1844-09-28	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Ödes gesellschaftliches Leben. CdS freut sich auf die bevorstehende Ankunft des Félix, dann kann sie lästige Dîners reduzieren. Komplimente über CdS als „gute Mutter“ für ihre Enkelkinder. Dank für die Nachrichten aus Dyck, die „Demoiselle“ freut sich besonders. Geplanter Besuch des Alexandre de Francq in Dyck (Reise via Düsseldorf und Dampfschiff). Pongerville wird dem König von Frankreich vorgestellt, bei der Gelegenheit seiner Rede auf Saint-Lambert (dieser wurde in ein neues Grab auf dem Père-Lachaise-Friedhof umgebettet) und wegen seiner Verdienste in der Schlacht von Isly (Marokko): Er erhielt das Ehrenkreuz. Peinliche Missverständnisse mit Villenave (u. a. aus Erschöpfung spricht sie ihn nicht auf dessen Lobrede an, und sie hat Schwierigkeiten mit seiner CdS-Biographie, die viel zu lang und umständlich ist). Unklarheit über den Frieden in Marokko.
5366		Brief	2022-10-26 11:58:13		1844-08-04	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Attentat auf den König von Preußen [26. Juli 1844]. Sorgen um Entwicklung in Marokko, Tahiti, Hass der französischen Öffentlichkeit gegen die Engländer. Unklare Haltung der Zeitung „Le Constitutionnel“; diese enthält seit dem 18. Juli die „Mystères de Paris“. Bericht über die ca. 50 Toten durch Menschengedränge während der Feierlichkeiten zum Andenken an die Julirevolution. Sorgen der CdS um ihre Gesundheit und die des Félix de Francq (er spuckt Blut). Gesellschaft (u. a. Chalot, Villenave Junior…). Sorgen um die Dame de compagnie wegen ihrer Gesundheit, aber auch Erleichterung, dass sie eben nicht da ist, denn sie ist eher unzuverlässig.
5367		Brief	2022-10-27 09:46:50		1844-08-05	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Antwort der CdS auf die Empfehlung des SRD, sich nicht zu viele Sorgen zu machen: Sie muss in Paris alles alleine organisieren: die Biographien (übermäßige Länge der Biographie, die Villenave über sie verfasst hat), die Neuordnung ihrer Papiere, den große Haushalt, dessen Kosten und ihre Einsamkeit. Paris ist nicht mehr, was es war, „il n’y a plus cet égard, ces communications sociales de notre temps“. Freut sich auf den Winter, denn dann nehmen die gesellschaftlichen Treffen wieder zu. Echo über den Angriff auf den König von Preußen. Gesundheitliche Beschwerden des Félix. Gesellschaften: Kommentare des CdS über ein Fräulein von Locquenghien (sie mag ihre „düstere und harte Miene“ nicht). Gesang des Montémont. Ankunft der „Demoiselle“, die ihr vieles über Dyck erzählt. Austausch zwischen CdS und SRD über deren Ausgaben und Buchhaltung. Fortsetzung der Angelegenheit bzw. der gerichtlichen Auseinandersetzung über die Güterteilung mit der Familie Pipelet. CdS lässt nach der Akte suchen, die vor 43 Jahren erstellt wurde. Planungen zur Geburtstagsfeier des SRD. Mietvertrag in Paris läuft im April aus, Eigentümer möchte das kleine Zimmer des Félix als Verbindungszimmer für andere Mietwohnungen umbauen lassen und will auch den Preis erhöhen. CdS nicht einverstanden.
5368		Brief	2022-10-25 14:08:18		1844-08-10	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Tod der Hündin von CdS, Frage ihrer Bestattung. Juristische Auseinandersetzungen wegen einer Schenkung („Monsieur“, der im Bois de Boulogne, allée Dauphine wohnt) in Verbindung mit der Familie Pipelet: Die Familie Pipelet will gegen CdS gerichtlich vorgehen (Anfechtung wegen einer Klausel aus der Scheidungsakte).
5369		Brief	2022-10-19 09:00:30		1844-08-13	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	CdS hat 1. Einladung zum Prozess wegen einer Teilungsklausel aus dem Scheidungsurteil der CdS mit Pipelet erhalten. CdS wird von Guibert beraten, der für sie einen passenden Rechtsanwalt sucht.
5370		Brief	2022-10-26 07:14:11		1844-08-16	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	CdSs Missmut wegen Frau von Carlowitz. Juristische Beratungen (u. a. mit Guibert) wegen der Pipelet-Prozessaffäre, Brief an Pailliet (Rechtsanwalt) aus Orléans. Diese Angelegenheit hat ihr Dîner mit Achille Comte, Pailliet de Plombières und Montémont verhindert. Biographische Aufsätze über CdS u. a. von Villenave.
5371		Brief	2022-10-25 14:08:18		1844-08-19	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Biographischer Aufsatz des Villenave. Prozessangelegenheit und Beratung durch Guibert. Besuch des Locquenghien bei SRD, sowie gute Entwicklung der „Frankfurter“ Angelegenheit. Félix de Francq geht es auf dem Lande bei seinem Schwiegervater besser. Aus gesundheitlichen Gründen möchte CdS ihre großen Dîner-Gesellschaften reduzieren bzw. konzentrieren (eventuell nur 14-tägig). Jussieu scheint sich dort gerne zu unterhalten. Neue Hündin („bâtarde de Griffon et de bichon“) namens Biche. Kryptische Andeutung politischer  Begebenheiten.
5372		Brief	2022-10-27 10:01:23		1844-08-23	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Prozess mit den Pipelets. Unschlüssigkeit der CdS, die von Guibert, Barbier und Godding unterstützt wird. Es muss ein langer und detaillierter Brief an Pailliet (Orléans) geschrieben werden. Abwesenheit des Félix ungünstig in dieser Zeit. Neuer Rechtsbeistand Monsieur Lefèvre, positive Meinung der CdS über ihn. Unwohlsein der CdS während eines Dîners am Donnerstag. Sorgen wegen der biographischen Aufsätze. Mangel an Zeit für die Edition der Korrespondenz und die Verfassung der Memoiren. Heirat des Moltz [Diener des SRD?]. Ärger über Zeitungen; Pongerville soll sogar gesagt haben, dass er zwei bis drei Monate lang keine Zeitung lesen wolle, um seine Ruhe zu haben. Lage in Algerien und Bugeauds.
5373		Brief	2022-10-26 07:14:11		1844-08-29	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Sorgen der CdS wegen ihrer „Biographien” [= Aufsätze über sie], die SRD anscheinend nicht teilt. CdS ist um das Bild, das sie hinterlassen will, stets besorgt, da sie berühmt ist. Angebliches Angebot, ihre Biographie in der Zeitung „Le Corsaire“ herauszugeben, was aber mit vielen Missverständnissen verbunden war. Diese Zeitung hat vor, um bekannter zu werden und ihren Wert zu steigern,  in ihrem Feuilleton die Biographie berühmter Leute zu publizieren. CdS mit der Überprüfung der Biographie Villenaves beschäftigt. Dîner mit Achille Comte, Pailliet de Plombières und Montémont, der ein Lied über Marokko singen wird. [Fortsetzung am 30.08.] Hass gegen die Engländer. Besuch des Jussieu. Schlechter Eindruck in Frankreich über Preußen, wegen der neuen Gesetze über die Zensur.
5374		Brief	2022-10-27 13:09:40		1844-07-26	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Überlegungen wegen des Wappens auf der Titelseite ihrer Biographien. CdS hat zudem an einer Einleitung zu ihrer Korrespondenzedition gearbeitet und den Mangel an Briefen in der ersten Schaffensperiode erklärt (CdS fing erst an, viel zu schreiben, als sie zu SRD ins Rheinland gezogen ist). Empfänge bei CdS, darunter Ladoucette, Jussieu, Jomard. Félix de Francq und seine Frau empfangen dreimal die Woche bei CdS, bald besuchen sie für längere Zeit den Schwiegervater des Félix auf dem Land, dann kann CdS öfter Dîners geben. Buchführung durch Godding. CdS vermisst SRD sehr. Gerüchte über einen Besuch des Königs und der Königin von Preußen im Rheinland und in Koblenz: SRD sollte versuchen, sie in Koblenz zu besuchen. CdS liebt die Stadt, der bessere Ort für gesellschaftliche Netzwerke. Erwähnt eine „affaire de Franckfort“.
5375		Brief	2022-10-27 10:01:23		1844-07-29	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Besuche des SRD u. a. bei Mme. Maison. Gesundheitsprobleme der CdS (Augen, Schwäche), vor allem „solitude morale“ im Alter. Sorgen um die Gesundheit des Félix de Francq (Melancholie). Empfänge der CdS, u. a. Depping, Barbier, Comte, Boucharlat. Bevorstehende Reise des Jullien [de Paris] nach Italien, Algier, Spanien. Er plant, CdS monatlich anzuschreiben (sie „vermutet“, dass er hofft, dadurch eine Spur in ihren Memoiren zu hinterlassen). Unschlüssigkeit der CdS über die Herausgabe ihrer „Correspondance générale“; Achille Comte und Guilloy empfehlen, mit der Korrespondenz aus der Dyck’schen Zeit zu beginnen und in den Memoiren auf das gesamte literarische Werk einzugehen. Beschreibung der Nationalfeierlichkeiten [Ende Juli]. Geldanlagen des SRD.
5376		Brief	2022-10-25 14:10:40		1844-07-06	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Prinzip des Briefwechsels SRD-CdS: täglicher Nachrichtenaustausch über und aus Dyck bzw. Paris. Darstellung des Rhythmus’ der Empfänge der CdS in Paris (an welchen Tagen, „dîner du samedi“, „dîner du jeudi“, usw.). Aus verschiedenen Zufällen ist am Freitag ein „grand dîner“ mit über zwölf Personen gegeben worden (darunter der Baron Roger, Depping...). Daraus entstandene Ausgaben. Ausgaben für die Neueinrichtung bzw. Renovierung in der Wohnung. Neue Schwangerschaft der Ehefrau (Ozélie) des Félix de Francq nach Verlust des vorigen Kindes. Ozélie und ihre „société“. Geldsorgen des Alexandre. Unter dramatischen Umständen schließlich doch glückliche Geburt einer Tochter bei Charles de Ladoucette.
5377		Brief	2022-10-25 14:10:40		1844-07-08	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Reger Theaterbesuch des Funke, der SRD darüber berichten wird. Teuerung der Lebenskosten in Paris. Bedarf nach einer Waschfrau bzw. Kammerzofe. Abendgesellschaft mit Raboteau und Boucharlat: CdS liest aus ihrer letzten Épître: wenig Erfolg, obwohl angeblich Erfolg bei anderen Zuhörern. Unsicherheit, ob sie diese weiter publizieren sollte – fürchtet Kritik durch politische Widersacher wie die Legitimisten. Neue Einrichtung (vor allem Möbel) in ihrem Arbeitszimmer. Weiterhin Beschreibung der Abendgesellschaften, darunter Viennet mit der Eisenbahn aus Rouen. Villenave und Achille Comte sind über Ladoucette verärgert, denn sie wurden alle wegen angeblicher Bevorteilung (Ehefrauen schreiben Stücke) aus dem Comité de réception des pièces de l’Odéon entfernt (Ladoucette ist Vorstand). Bemühungen der CdS, trotz dieser Differenzen ihre Gesellschaft durch kluge Verteilung der Einladungen aufrechtzuerhalten. Donon-Cadot-Prozess. Presselektüre des Prinzen, CdS weist auf die „Mystères de Londres“ im „Constitutionnel“ hin.
5378		Brief	2022-10-25 14:03:57		1844-07-04	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Biographie der CdS. Zahnschmerzen der CdS, ansonsten gute Gesundheit, Arzt Cloquet empfiehlt Spaziergänge und moderate Kost – wobei CdS gerne und viel isst. Landleben für CdS nur in den „drei schönen Sommermonaten“ erträglich. Sorgen um eine Begleitperson, „Demoiselle“. Freispruch des Edouard Donon [-Cadot] und Protest der Öffentlichkeit und der Presse („le Constitutionnel“).
5379		Brief	2022-10-26 08:03:25		1844-07-12	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Lotteriespiel. Abendgesellschaften der CdS, Ärger wegen Frau von Carlowitz. Krankheit der Hündin von CdS. Widmung des Courier an CdS in seiner „Éloge d'Hélène“– in der letzten Ausgabe wird diese durch eine Widmung an „la Princesse de Salm“ ersetzt, was CdS als „gloriole de nom“ bezeichnet. Kommentare zu gesellschaftlichen Nachrichten aus dem Rheinland (u. a. über die Gräfin von Nassau).
5380		Brief	2022-10-26 08:38:40		1844-07-14	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Kommentare zur geplanten Reise des SRD nach Düsseldorf. Zeitungsabonnements des Fürsten („Le Constitutionnel“, „le Journal des débats“, er fragt nach dem „Courrier français“). Sorgen um die Gesundheit des Félix de Francq und seiner Frau. Alexandre de Francq mit seinem Militärdienst sehr beschäftigt. CdS arbeitet an Biographien. Treffen mit Frau von Carlowitz und deren Tochter (CdS nicht begeistert). Auflistung der Abendgesellschaften u. a. mit Henri Duval, Mme. Cherubini, Herrn von Chalot, Achille Comte, Husson, Depping… CdS vermisst ihre „alten Gesellschaften“ mit Villenave (Vertrautheit), Boucharlat, Barbier.
5381		Brief	2022-10-26 11:58:13		1844-07-19	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Ärger der CdS über Biographien, v. a. ihre eigene: Frage des Wappens – sie bevorzugt ein einfaches Siegelwappen (Doppelwappen kleineren Formats) auf der Titelseite. Unzufriedenheit mit Villenaves Biographie über sie: Nach ihrer Meinung wird ihre Tätigkeit als Constance Pipelet viel zu viel hervorgehoben, der Rest wird überflogen oder zu viel gelobt, und ihre wichtigen Épîtres („les plus beaux fleurons de ma couronne littéraire“ außer Acht gelassen. Will Villenave dazu bringen, den Text zu ändern. Hilfe im Lektorat durch Mademoiselle Grammont. CdS in ihrem Haushalt einsam, hat keine Frau als Vertrauensperson. Sorgen um Gesellschafterin in Dyck (Heimweh der „demoiselle“). Gesellschaft in ihrem Haus, u. a. Diner mit Ladoucette, Colet, Roux de Rochelle. Zahn- bzw. Gebissprobleme. Kann „S“ nicht richtig aussprechen.
5382		Brief	2022-10-27 10:01:23		1844-07-23	Salm, Constance de	Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu	Schwermut der CdS wegen der großen Hitze in Paris. Daher wenige Einladungen – immerhin Raboteau, Montémont, Barbier, Boucharlat, Depping, Jullien. Publikation der Briefe der CdS und Verfassen ihrer Memoiren. Große Unsicherheit wegen der Publikation: Ihrer Meinung nach gibt es aus der Zeit ihrer ersten Ehe kaum wichtige Briefe, die ihre damalige Bedeutung gebührend hervorheben – denn damals sollen alle wichtige Leute persönlich zu ihr gekommen sein, um ihre Bewunderung auszudrücken. Nur Ausländer und junge „Literaturanwärter“ haben ihr tatsächlich schreiben müssen. CdS holt bei Barbier und SRD Rat ein. Sie denkt, dass sie in einer Einleitung die spärliche Anzahl der Briefe in ihrer Jugend erklären und in ihren Memoiren näher darauf eingehen wird. Gerüchte über Krieg gegen England in Nordafrika. Augenprobleme (Schwellung) der CdS. Sorgen um ihre Biographien – Villenave wird seine Version überarbeiten.
5383		Brief	2022-10-25 14:10:40		1844-06-09	Salm, Constance de	Francq, Félix, baron de	Probleme mit der Beschaffung von Pferden für die Strecke zwischen Dyck und Maastricht verschieben die Reise der CdS. SRDs Reise nach Düsseldorf. Abreise am kommenden Dienstag. „Cérémonie du drapeau“ [=Fahnenzeremonie ?] in Dyck. Bitte, Drais über die Verspätung nicht zu informieren. Organisation des Haushalts bzw. der Mahlzeiten in Paris. Anreise ihres Kochs, er kommt mit der Bahn. Müdigkeit und Erschöpfung der CdS. Bitte an Félix, ihren Freunden und Bekanntschaften mitzuteilen, dass sie deswegen nicht schreiben konnte. Traurige Nachrichten von Algerien durch die Zeitung.
5425		Brief	2022-10-26 06:59:00		1832-09-21	Salm, Constance de	Duval, Amaury	Sie hatte eben einen Brief an ihn abgeschickt, als sie seinen erhalten hat. Er war bereits besorgt, weil er so lange nichts von ihr gehört hat. Er ist auch niedergeschlagen wegen mehrerer schlechter Kritiken zu seinem letzten Werk. Sie hält aber wie einige andere ihrer gemeinsamen Freunde das Werk für sehr gelungen. Ihr neuestes Werk ist keine Épître, sondern eine Aneinanderreihung von literarischen und historischen Berichten. Die Cholera. In Dyck sind sie wohl sicher vor ihr. Ein Winter, den sie nicht in Paris, sondern in Dyck verbringt, ist für sie ähnlich schlimm wie die Cholera. Wiedersehen im Oktober in Paris. Sie wollte diesen Brief selbst schreiben, aber sie wird immer steifer. Das Alter.
